Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK,
70,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,734.9048,167,47295,3123,7079,10000
70,run,1000,true,zipfian,READ,1,0,0,0,0,10000,297.8388,56,39391,993,2933,10000
71,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,774.5483,173,46591,3205,7275,10000
71,run,1000,true,zipfian,READ,1,0,0,0,0,10000,328.4336,58,39039,1204,3367,10000
72,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,720.4921,172,46143,3159,6967,10000
72,run,1000,true,zipfian,READ,1,0,0,0,0,10000,317.5863,54,41983,1083,3153,10000
73,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,725.1533,169,48735,3175,7115,10000
73,run,1000,true,zipfian,READ,1,0,0,0,0,10000,320.1289,56,74815,1075,2851,10000
74,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,734.0701,168,62111,3163,7195,10000
74,run,1000,true,zipfian,READ,1,0,0,0,0,10000,352.7236,55,102591,1270,3403,10000
75,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,786.8252,166,63135,3329,8083,10000
75,run,1000,true,zipfian,READ,1,0,0,0,0,10000,338.6463,54,37279,1269,3299,10000
76,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,802.4655,169,57055,3427,7571,10000
76,run,1000,true,zipfian,READ,1,0,0,0,0,10000,275.6644,58,40447,974,2701,10000
77,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,756.9058,168,53727,3357,7023,10000
77,run,1000,true,zipfian,READ,1,0,0,0,0,10000,281.7425,55,41055,968,2821,10000
78,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,750.1922,175,53823,3419,6967,10000
78,run,1000,true,zipfian,READ,1,0,0,0,0,10000,288.3044,55,41247,1054,2975,10000
79,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,756.7364,173,66431,3345,6919,10000
79,run,1000,true,zipfian,READ,1,0,0,0,0,10000,292.6193,56,44095,990,2991,10000
80,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,761.5363,169,55231,3461,7627,10000
80,run,1000,true,zipfian,READ,1,0,0,0,0,10000,281.643,55,44927,947,2803,10000
81,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,776.4903,171,50623,3509,7295,10000
81,run,1000,true,zipfian,READ,1,0,0,0,0,10000,299.1815,56,42687,1139,2977,10000
82,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,782.3635,175,62111,3613,7383,10000
82,run,1000,true,zipfian,READ,1,0,0,0,0,10000,335.5129,56,59231,1190,3315,10000
